l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,3296,[8; 9],262,95.889158,0.700785,6,[X3 == 2 OR X3 == 10 OR X3 == 12 OR X5 == 1 OR X6 == 12 OR X6 == 13],{'0': {'precision': 0.7893216503779308; 'recall': 0.8188083703740698; 'f1-score': 0.8037946756876012; 'support': 20023}; '1': {'precision': 0.3524897376405497; 'recall': 0.31097464966147065; 'f1-score': 0.33043332775639955; 'support': 6351}; 'accuracy': 0.6965192993099264; 'macro avg': {'precision': 0.5709056940092403; 'recall': 0.5648915100177703; 'f1-score': 0.5671140017220004; 'support': 26374}; 'weighted avg': {'precision': 0.6841301937238357; 'recall': 0.6965192993099264; 'f1-score': 0.6898067360231187; 'support': 26374}},{'0': {'precision': 0.7930434782608695; 'recall': 0.8197752808988764; 'f1-score': 0.8061878453038673; 'support': 2225}; '1': {'precision': 0.36450079239302696; 'recall': 0.32577903682719545; 'f1-score': 0.34405385190725507; 'support': 706}; 'accuracy': 0.7007847151142954; 'macro avg': {'precision': 0.5787721353269483; 'recall': 0.5727771588630359; 'f1-score': 0.5751208486055612; 'support': 2931}; 'weighted avg': {'precision': 0.6898189350255585; 'recall': 0.7007847151142954; 'f1-score': 0.6948720488732947; 'support': 2931}}
l: 5,2,CNF,5,26375,2930,1648,[16; 17],262,59.036464,0.664846,14,[X1 == 1 OR X3 == 9 OR X6 == 10 OR X12 >= 48.000000] AND [X0 >= 22.000000 OR X1 == 0 OR X2 >= 196338.000000 OR X3 == 7 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 6 OR X12 >= 55.000000 OR X13 == 7],{'0': {'precision': 0.8659316986631186; 'recall': 0.6825650501922789; 'f1-score': 0.7633916103446351; 'support': 20023}; '1': {'precision': 0.39992447129909364; 'recall': 0.6668765743073047; 'f1-score': 0.5; 'support': 6352}; 'accuracy': 0.67878672985782; 'macro avg': {'precision': 0.6329280849811061; 'recall': 0.6747208122497919; 'f1-score': 0.6316958051723176; 'support': 26375}; 'weighted avg': {'precision': 0.7537012566454395; 'recall': 0.67878672985782; 'f1-score': 0.699957922803057; 'support': 26375}},{'0': {'precision': 0.8549400342661336; 'recall': 0.6728089887640449; 'f1-score': 0.7530181086519113; 'support': 2225}; '1': {'precision': 0.3825275657336726; 'recall': 0.6397163120567376; 'f1-score': 0.47876857749469215; 'support': 705}; 'accuracy': 0.6648464163822526; 'macro avg': {'precision': 0.6187337999999031; 'recall': 0.6562626504103912; 'f1-score': 0.6158933430733018; 'support': 2930}; 'weighted avg': {'precision': 0.7412708225543981; 'recall': 0.6648464163822526; 'f1-score': 0.6870297402335361; 'support': 2930}}
l: 5,2,CNF,6,26375,2930,1648,[16; 17],262,60.512656,0.705802,16,[X0 >= 33.000000 OR X3 == 14 OR X5 == 1 OR X6 == 1 OR X6 == 6 OR X6 == 12 OR X13 == 14] AND [X1 == 5 OR X1 == 7 OR X3 == 10 OR X6 == 4 OR X6 == 7 OR X12 >= 48.000000 OR X13 == 1 OR X13 == 11 OR X13 == 37],{'0': {'precision': 0.837656359993502; 'recall': 0.7725615542126555; 'f1-score': 0.8037931930371525; 'support': 20023}; '1': {'precision': 0.4241274658573596; 'recall': 0.5280226700251889; 'f1-score': 0.47040673211781203; 'support': 6352}; 'accuracy': 0.7136682464454976; 'macro avg': {'precision': 0.6308919129254308; 'recall': 0.6502921121189222; 'f1-score': 0.6370999625774822; 'support': 26375}; 'weighted avg': {'precision': 0.7380644913469513; 'recall': 0.7136682464454976; 'f1-score': 0.7235023570273079; 'support': 26375}},{'0': {'precision': 0.8322769380789858; 'recall': 0.767191011235955; 'f1-score': 0.7984097287184284; 'support': 2225}; '1': {'precision': 0.41069397042093286; 'recall': 0.5120567375886524; 'f1-score': 0.4558080808080808; 'support': 705}; 'accuracy': 0.70580204778157; 'macro avg': {'precision': 0.6214854542499594; 'recall': 0.6396238744123037; 'f1-score': 0.6271089047632545; 'support': 2930}; 'weighted avg': {'precision': 0.7308380328916386; 'recall': 0.70580204778157; 'f1-score': 0.7159748612178157; 'support': 2930}}
l: 5,2,CNF,7,26375,2930,1648,[16; 17],262,64.160464,0.738567,10,[X0 < 33.000000 OR X1 == 1 OR X7 == 5 OR X13 == 22] AND [X0 >= 50.000000 OR X3 == 14 OR X6 == 4 OR X6 == 11 OR X8 == 0 OR X13 == 1],{'0': {'precision': 0.7659513823852763; 'recall': 0.9394696099485591; 'f1-score': 0.8438831815530933; 'support': 20023}; '1': {'precision': 0.33259911894273125; 'recall': 0.095088161209068; 'f1-score': 0.14789422135161606; 'support': 6352}; 'accuracy': 0.7361137440758294; 'macro avg': {'precision': 0.5492752506640037; 'recall': 0.5172788855788135; 'f1-score': 0.49588870145235464; 'support': 26375}; 'weighted avg': {'precision': 0.6615853699724973; 'recall': 0.7361137440758294; 'f1-score': 0.6762652905502577; 'support': 26375}},{'0': {'precision': 0.7657559198542805; 'recall': 0.9447191011235955; 'f1-score': 0.8458752515090543; 'support': 2225}; '1': {'precision': 0.33513513513513515; 'recall': 0.08794326241134752; 'f1-score': 0.1393258426966292; 'support': 705}; 'accuracy': 0.7385665529010239; 'macro avg': {'precision': 0.5504455274947078; 'recall': 0.5163311817674715; 'f1-score': 0.49260054710284173; 'support': 2930}; 'weighted avg': {'precision': 0.6621423863297079; 'recall': 0.7385665529010239; 'f1-score': 0.6758693357367814; 'support': 2930}}
l: 5,2,CNF,8,26375,2930,1648,[16; 17],262,61.272099,0.703072,19,[X1 == 1 OR X1 == 5 OR X3 == 8 OR X3 == 11 OR X3 == 12 OR X3 == 14 OR X6 == 4 OR X6 == 5 OR X7 == 5] AND [X1 == 1 OR X1 == 2 OR X2 < 106648.000000 OR X3 == 7 OR X3 == 9 OR X4 >= 13.000000 OR X6 == 11 OR X13 == 3 OR X13 == 29 OR X13 == 32],{'0': {'precision': 0.8189041378598699; 'recall': 0.7926488214143028; 'f1-score': 0.8055626046794905; 'support': 20024}; '1': {'precision': 0.4062634062634063; 'recall': 0.4473311289560699; 'f1-score': 0.42580935251798563; 'support': 6351}; 'accuracy': 0.7094976303317535; 'macro avg': {'precision': 0.612583772061638; 'recall': 0.6199899751851864; 'f1-score': 0.6156859785987381; 'support': 26375}; 'weighted avg': {'precision': 0.7195418142060637; 'recall': 0.7094976303317535; 'f1-score': 0.7141194613817572; 'support': 26375}},{'0': {'precision': 0.8125577100646353; 'recall': 0.7913669064748201; 'f1-score': 0.8018223234624146; 'support': 2224}; '1': {'precision': 0.39267015706806285; 'recall': 0.42492917847025496; 'f1-score': 0.4081632653061225; 'support': 706}; 'accuracy': 0.7030716723549488; 'macro avg': {'precision': 0.6026139335663491; 'recall': 0.6081480424725375; 'f1-score': 0.6049927943842686; 'support': 2930}; 'weighted avg': {'precision': 0.7113834396156319; 'recall': 0.7030716723549488; 'f1-score': 0.7069679565483046; 'support': 2930}}
l: 5,2,CNF,9,26375,2930,1648,[16; 17],262,59.589916,0.664846,19,[X0 >= 45.000000 OR X1 == 1 OR X1 == 6 OR X3 == 12 OR X5 == 1 OR X6 == 3 OR X6 == 4 OR X13 == 11 OR X13 == 34 OR X13 == 36 OR X13 == 41] AND [X0 < 45.000000 OR X2 >= 259873.000000 OR X3 == 0 OR X3 == 9 OR X4 >= 13.000000 OR X6 == 7 OR X7 == 5 OR X13 == 35],{'0': {'precision': 0.8313854394935476; 'recall': 0.6820815021973632; 'f1-score': 0.7493690332492046; 'support': 20024}; '1': {'precision': 0.36000804262591735; 'recall': 0.5638482128798614; 'f1-score': 0.4394404221376856; 'support': 6351}; 'accuracy': 0.653611374407583; 'macro avg': {'precision': 0.5956967410597325; 'recall': 0.6229648575386123; 'f1-score': 0.5944047276934451; 'support': 26375}; 'weighted avg': {'precision': 0.7178795495407012; 'recall': 0.653611374407583; 'f1-score': 0.6747393987783322; 'support': 26375}},{'0': {'precision': 0.8408342480790341; 'recall': 0.6888489208633094; 'f1-score': 0.7572911517548195; 'support': 2224}; '1': {'precision': 0.37545126353790614; 'recall': 0.5892351274787535; 'f1-score': 0.4586549062844542; 'support': 706}; 'accuracy': 0.6648464163822526; 'macro avg': {'precision': 0.6081427558084701; 'recall': 0.6390420241710315; 'f1-score': 0.6079730290196369; 'support': 2930}; 'weighted avg': {'precision': 0.7286975971964278; 'recall': 0.6648464163822526; 'f1-score': 0.6853330666687861; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 1648}, (mean val acc cv) 0.682787 (+- 0.053681), (mean training time) 67.472070 (+- 16.188300)
l: 5,2,CNF,0,26374,2931,824,[32; 33],262,53.618275,0.759809,27,[X1 == 1 OR X2 >= 219632.000000 OR X3 == 8 OR X5 == 1 OR X5 == 6 OR X6 == 1 OR X6 == 4 OR X6 == 11 OR X7 == 5 OR X8 == 3 OR X13 == 2 OR X13 == 5 OR X13 == 6 OR X13 == 8 OR X13 == 10 OR X13 == 17 OR X13 == 22 OR X13 == 33 OR X13 == 38 OR X13 == 41] AND [X3 == 10 OR X7 == 0 OR X7 == 5 OR X13 == 1 OR X13 == 7 OR X13 == 10 OR X13 == 21],{'0': {'precision': 0.8473380043983021; 'recall': 0.8274484343005544; 'f1-score': 0.8372751162320599; 'support': 20023}; '1': {'precision': 0.49347602990763817; 'recall': 0.5299952763344355; 'f1-score': 0.5110841178256909; 'support': 6351}; 'accuracy': 0.75582012588155; 'macro avg': {'precision': 0.6704070171529701; 'recall': 0.678721855317495; 'f1-score': 0.6741796170288754; 'support': 26374}; 'weighted avg': {'precision': 0.7621261518165849; 'recall': 0.75582012588155; 'f1-score': 0.7587265824154659; 'support': 26374}},{'0': {'precision': 0.8467852257181943; 'recall': 0.8346067415730337; 'f1-score': 0.8406518786781348; 'support': 2225}; '1': {'precision': 0.5013550135501355; 'recall': 0.5240793201133145; 'f1-score': 0.5124653739612188; 'support': 706}; 'accuracy': 0.7598089389286933; 'macro avg': {'precision': 0.6740701196341649; 'recall': 0.679343030843174; 'f1-score': 0.6765586263196768; 'support': 2931}; 'weighted avg': {'precision': 0.7635802684371811; 'recall': 0.7598089389286933; 'f1-score': 0.7616004722195396; 'support': 2931}}
l: 5,2,CNF,1,26374,2931,824,[32; 33],262,58.415609,0.689185,18,[X2 < 106648.000000 OR X3 == 12 OR X7 == 5 OR X12 >= 48.000000 OR X13 == 1 OR X13 == 9 OR X13 == 11 OR X13 == 27] AND [X0 >= 58.000000 OR X2 >= 130856.000000 OR X3 == 10 OR X6 == 3 OR X6 == 13 OR X7 == 3 OR X13 == 10 OR X13 == 24 OR X13 == 29 OR X13 == 31],{'0': {'precision': 0.808498160686677; 'recall': 0.7573790141337462; 'f1-score': 0.7821041774110367; 'support': 20023}; '1': {'precision': 0.36221609557568596; 'recall': 0.43441977641316326; 'f1-score': 0.3950458190148911; 'support': 6351}; 'accuracy': 0.6796087055433382; 'macro avg': {'precision': 0.5853571281311815; 'recall': 0.5958993952734547; 'f1-score': 0.5885749982129639; 'support': 26374}; 'weighted avg': {'precision': 0.7010310568905178; 'recall': 0.6796087055433382; 'f1-score': 0.688898458362962; 'support': 26374}},{'0': {'precision': 0.8090310442144873; 'recall': 0.7730337078651686; 'f1-score': 0.7906228453229144; 'support': 2225}; '1': {'precision': 0.37267080745341613; 'recall': 0.42492917847025496; 'f1-score': 0.3970880211780278; 'support': 706}; 'accuracy': 0.6891845786421017; 'macro avg': {'precision': 0.5908509258339517; 'recall': 0.5989814431677117; 'f1-score': 0.5938554332504711; 'support': 2931}; 'weighted avg': {'precision': 0.7039234607435504; 'recall': 0.6891845786421017; 'f1-score': 0.6958307655391239; 'support': 2931}}
l: 5,2,CNF,2,26374,2931,824,[32; 33],262,55.010363,0.662914,28,[X1 == 5 OR X1 == 6 OR X3 == 6 OR X3 == 10 OR X3 == 11 OR X3 == 14 OR X6 == 10 OR X6 == 11 OR X6 == 14 OR X12 >= 48.000000 OR X13 == 8 OR X13 == 36 OR X13 == 41] AND [X3 == 2 OR X3 == 8 OR X3 == 10 OR X5 == 1 OR X5 == 3 OR X6 == 11 OR X6 == 13 OR X7 == 5 OR X12 >= 55.000000 OR X12 < 35.000000 OR X13 == 1 OR X13 == 2 OR X13 == 20 OR X13 == 21 OR X13 == 35],{'0': {'precision': 0.7855398392184797; 'recall': 0.7710632772311842; 'f1-score': 0.7782342415001134; 'support': 20023}; '1': {'precision': 0.31785714285714284; 'recall': 0.3363249881908361; 'f1-score': 0.3268303878815699; 'support': 6351}; 'accuracy': 0.6663759763403352; 'macro avg': {'precision': 0.5516984910378113; 'recall': 0.5536941327110101; 'f1-score': 0.5525323146908416; 'support': 26374}; 'weighted avg': {'precision': 0.6729193491680189; 'recall': 0.6663759763403352; 'f1-score': 0.6695337836882014; 'support': 26374}},{'0': {'precision': 0.7797376752600633; 'recall': 0.7748314606741573; 'f1-score': 0.7772768259693418; 'support': 2225}; '1': {'precision': 0.30416666666666664; 'recall': 0.3101983002832861; 'f1-score': 0.3071528751753156; 'support': 706}; 'accuracy': 0.6629136813374275; 'macro avg': {'precision': 0.541952170963365; 'recall': 0.5425148804787217; 'f1-score': 0.5422148505723287; 'support': 2931}; 'weighted avg': {'precision': 0.6651852589970343; 'recall': 0.6629136813374275; 'f1-score': 0.6640364611584981; 'support': 2931}}
l: 5,2,CNF,3,26374,2931,824,[32; 33],262,55.529327,0.765268,21,[X1 == 1 OR X1 == 5 OR X3 == 3 OR X3 == 9 OR X3 == 10 OR X5 == 1 OR X6 == 11 OR X6 == 12 OR X7 == 5 OR X13 == 0] AND [X1 == 1 OR X3 == 8 OR X3 == 14 OR X6 == 3 OR X7 == 0 OR X12 >= 55.000000 OR X13 == 1 OR X13 == 11 OR X13 == 19 OR X13 == 34 OR X13 == 40],{'0': {'precision': 0.827012987012987; 'recall': 0.8745942166508516; 'f1-score': 0.850138356230885; 'support': 20023}; '1': {'precision': 0.5170225043277553; 'recall': 0.4232404345772319; 'f1-score': 0.46545454545454545; 'support': 6351}; 'accuracy': 0.7659058163342686; 'macro avg': {'precision': 0.6720177456703711; 'recall': 0.6489173256140417; 'f1-score': 0.6577964508427152; 'support': 26374}; 'weighted avg': {'precision': 0.7523656238699709; 'recall': 0.7659058163342686; 'f1-score': 0.7575044409263982; 'support': 26374}},{'0': {'precision': 0.8302535453373442; 'recall': 0.868314606741573; 'f1-score': 0.8488576449912125; 'support': 2225}; '1': {'precision': 0.5149006622516556; 'recall': 0.4405099150141643; 'f1-score': 0.47480916030534354; 'support': 706}; 'accuracy': 0.7652678266803139; 'macro avg': {'precision': 0.6725771037944999; 'recall': 0.6544122608778686; 'f1-score': 0.6618334026482781; 'support': 2931}; 'weighted avg': {'precision': 0.7542934172382325; 'recall': 0.7652678266803139; 'f1-score': 0.7587593064759537; 'support': 2931}}
l: 5,2,CNF,4,26374,2931,824,[32; 33],262,51.720249,0.744115,22,[X1 == 5 OR X1 == 6 OR X5 == 2 OR X7 == 5 OR X13 == 17 OR X13 == 20 OR X13 == 26 OR X13 == 27 OR X13 == 41] AND [X1 == 0 OR X1 == 1 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 3 OR X6 == 10 OR X6 == 13 OR X7 == 1 OR X13 == 5 OR X13 == 24 OR X13 == 32 OR X13 == 41],{'0': {'precision': 0.8295448893310122; 'recall': 0.8329421165659492; 'f1-score': 0.8312400318979266; 'support': 20023}; '1': {'precision': 0.46642207688626575; 'recall': 0.46039993701779247; 'f1-score': 0.46339144215530903; 'support': 6351}; 'accuracy': 0.7432319708804125; 'macro avg': {'precision': 0.647983483108639; 'recall': 0.6466710267918708; 'f1-score': 0.6473157370266178; 'support': 26374}; 'weighted avg': {'precision': 0.7421029775301254; 'recall': 0.7432319708804125; 'f1-score': 0.7426601276947202; 'support': 26374}},{'0': {'precision': 0.8270509977827051; 'recall': 0.8382022471910112; 'f1-score': 0.8325892857142856; 'support': 2225}; '1': {'precision': 0.46745562130177515; 'recall': 0.4475920679886686; 'f1-score': 0.45730824891461647; 'support': 706}; 'accuracy': 0.744114636642784; 'macro avg': {'precision': 0.6472533095422401; 'recall': 0.6428971575898399; 'f1-score': 0.644948767314451; 'support': 2931}; 'weighted avg': {'precision': 0.7404340288998882; 'recall': 0.744114636642784; 'f1-score': 0.7421940581535328; 'support': 2931}}
l: 5,2,CNF,5,26375,2930,824,[32; 33],262,54.733925,0.720137,20,[X3 == 10 OR X3 == 14 OR X5 == 1 OR X5 == 2 OR X6 == 0 OR X6 == 4 OR X6 == 13 OR X13 == 6 OR X13 == 10 OR X13 == 11 OR X13 == 19] AND [X1 == 1 OR X2 >= 219632.000000 OR X3 == 8 OR X3 == 14 OR X6 == 10 OR X6 == 13 OR X7 == 5 OR X13 == 11 OR X13 == 35],{'0': {'precision': 0.8388829215896885; 'recall': 0.780102881686061; 'f1-score': 0.8084258468545403; 'support': 20023}; '1': {'precision': 0.43223726627981945; 'recall': 0.5277078085642317; 'f1-score': 0.4752250655702842; 'support': 6352}; 'accuracy': 0.7193175355450236; 'macro avg': {'precision': 0.635560093934754; 'recall': 0.6539053451251464; 'f1-score': 0.6418254562124123; 'support': 26375}; 'weighted avg': {'precision': 0.740948771730796; 'recall': 0.7193175355450236; 'f1-score': 0.7281797288368117; 'support': 26375}},{'0': {'precision': 0.840523509452254; 'recall': 0.7793258426966292; 'f1-score': 0.8087686567164178; 'support': 2225}; '1': {'precision': 0.43367935409457903; 'recall': 0.5333333333333333; 'f1-score': 0.47837150127226463; 'support': 705}; 'accuracy': 0.7201365187713311; 'macro avg': {'precision': 0.6371014317734165; 'recall': 0.6563295880149813; 'f1-score': 0.6435700789943413; 'support': 2930}; 'weighted avg': {'precision': 0.742630973777455; 'recall': 0.7201365187713311; 'f1-score': 0.7292703650481147; 'support': 2930}}
l: 5,2,CNF,6,26375,2930,824,[32; 33],262,64.860329,0.672014,26,[X0 >= 58.000000 OR X1 != 4 OR X2 >= 219632.000000 OR X3 == 12 OR X5 == 2 OR X13 == 1 OR X13 == 8 OR X13 == 11 OR X13 == 12 OR X13 == 21 OR X13 == 22 OR X13 == 34 OR X13 == 35] AND [X1 == 1 OR X1 == 5 OR X3 == 2 OR X3 == 9 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 5 OR X6 == 10 OR X6 == 14 OR X7 == 4 OR X13 == 1 OR X13 == 31],{'0': {'precision': 0.8359001283397504; 'recall': 0.7156270289167458; 'f1-score': 0.7711018431319792; 'support': 20023}; '1': {'precision': 0.38329903606628396; 'recall': 0.5571473551637279; 'f1-score': 0.4541546358678216; 'support': 6352}; 'accuracy': 0.6774597156398104; 'macro avg': {'precision': 0.6095995822030171; 'recall': 0.6363871920402369; 'f1-score': 0.6126282394999004; 'support': 26375}; 'weighted avg': {'precision': 0.7268983411124117; 'recall': 0.6774597156398104; 'f1-score': 0.694770140362617; 'support': 26375}},{'0': {'precision': 0.8333333333333334; 'recall': 0.7101123595505618; 'f1-score': 0.7668041737442369; 'support': 2225}; '1': {'precision': 0.37620889748549324; 'recall': 0.5517730496453901; 'f1-score': 0.4473835537665325; 'support': 705}; 'accuracy': 0.6720136518771331; 'macro avg': {'precision': 0.6047711154094133; 'recall': 0.630942704597976; 'f1-score': 0.6070938637553847; 'support': 2930}; 'weighted avg': {'precision': 0.7233426414313787; 'recall': 0.6720136518771331; 'f1-score': 0.6899469938519907; 'support': 2930}}
l: 5,2,CNF,7,26375,2930,824,[32; 33],262,54.717689,0.768601,18,[X1 == 5 OR X3 == 7 OR X6 == 4 OR X6 == 12 OR X6 == 13 OR X7 == 5 OR X13 == 3 OR X13 == 5 OR X13 == 11 OR X13 == 29 OR X13 == 34] AND [X1 == 1 OR X1 == 6 OR X4 >= 13.000000 OR X7 == 0 OR X13 == 1 OR X13 == 10 OR X13 == 26],{'0': {'precision': 0.8334939759036144; 'recall': 0.863756679818209; 'f1-score': 0.8483555293944521; 'support': 20023}; '1': {'precision': 0.5150222222222223; 'recall': 0.45607682619647355; 'f1-score': 0.48376054103698757; 'support': 6352}; 'accuracy': 0.7655734597156398; 'macro avg': {'precision': 0.6742580990629183; 'recall': 0.6599167530073413; 'f1-score': 0.6660580352157198; 'support': 26375}; 'weighted avg': {'precision': 0.7567951103345452; 'recall': 0.7655734597156398; 'f1-score': 0.7605486150419739; 'support': 26375}},{'0': {'precision': 0.8298507462686567; 'recall': 0.8746067415730338; 'f1-score': 0.8516411378555799; 'support': 2225}; '1': {'precision': 0.5230769230769231; 'recall': 0.4340425531914894; 'f1-score': 0.47441860465116276; 'support': 705}; 'accuracy': 0.7686006825938566; 'macro avg': {'precision': 0.6764638346727899; 'recall': 0.6543246473822616; 'f1-score': 0.6630298712533713; 'support': 2930}; 'weighted avg': {'precision': 0.7560365669682567; 'recall': 0.7686006825938566; 'f1-score': 0.7608759890811382; 'support': 2930}}
l: 5,2,CNF,8,26375,2930,824,[32; 33],262,57.728372,0.720137,19,[X3 == 8 OR X3 == 12 OR X7 == 0 OR X7 == 5] AND [X1 == 6 OR X2 < 130856.000000 OR X3 == 2 OR X3 == 7 OR X3 == 10 OR X5 == 1 OR X6 == 7 OR X6 == 10 OR X6 == 11 OR X7 == 3 OR X13 == 0 OR X13 == 3 OR X13 == 21 OR X13 == 24 OR X13 == 35],{'0': {'precision': 0.8364897305948252; 'recall': 0.7830603276068717; 'f1-score': 0.8088937037323635; 'support': 20024}; '1': {'precision': 0.4306684141546527; 'recall': 0.5173988348291607; 'f1-score': 0.4700665188470067; 'support': 6351}; 'accuracy': 0.7190900473933649; 'macro avg': {'precision': 0.633579072374739; 'recall': 0.6502295812180162; 'f1-score': 0.6394801112896851; 'support': 26375}; 'weighted avg': {'precision': 0.7387694962550514; 'recall': 0.7190900473933649; 'f1-score': 0.7273054022648032; 'support': 26375}},{'0': {'precision': 0.8323863636363636; 'recall': 0.7904676258992805; 'f1-score': 0.8108856088560885; 'support': 2224}; '1': {'precision': 0.43031784841075793; 'recall': 0.4985835694050991; 'f1-score': 0.46194225721784776; 'support': 706}; 'accuracy': 0.7201365187713311; 'macro avg': {'precision': 0.6313521060235607; 'recall': 0.6445255976521899; 'f1-score': 0.6364139330369681; 'support': 2930}; 'weighted avg': {'precision': 0.7355056906843919; 'recall': 0.7201365187713311; 'f1-score': 0.7268057432395022; 'support': 2930}}
l: 5,2,CNF,9,26375,2930,824,[32; 33],262,54.813212,0.695904,22,[X0 >= 37.000000 OR X1 == 1 OR X2 >= 329054.000000 OR X3 == 14 OR X5 == 1 OR X6 == 3 OR X13 == 9 OR X13 == 30 OR X13 == 33 OR X13 == 36] AND [X3 == 0 OR X3 == 2 OR X3 == 9 OR X3 == 12 OR X5 == 6 OR X6 == 7 OR X6 == 9 OR X6 == 14 OR X7 == 5 OR X13 == 2 OR X13 == 34 OR X13 == 41],{'0': {'precision': 0.810040285094515; 'recall': 0.7832600878945266; 'f1-score': 0.7964251256791753; 'support': 20024}; '1': {'precision': 0.3811492941679738; 'recall': 0.4208786017949929; 'f1-score': 0.4000299311583358; 'support': 6351}; 'accuracy': 0.696; 'macro avg': {'precision': 0.5955947896312443; 'recall': 0.6020693448447598; 'f1-score': 0.5982275284187556; 'support': 26375}; 'weighted avg': {'precision': 0.7067649606063837; 'recall': 0.696; 'f1-score': 0.7009746657587259; 'support': 26375}},{'0': {'precision': 0.8115942028985508; 'recall': 0.7805755395683454; 'f1-score': 0.7957827183130874; 'support': 2224}; '1': {'precision': 0.38305941845764857; 'recall': 0.42917847025495753; 'f1-score': 0.404809619238477; 'support': 706}; 'accuracy': 0.6959044368600683; 'macro avg': {'precision': 0.5973268106780997; 'recall': 0.6048770049116514; 'f1-score': 0.6002961687757822; 'support': 2930}; 'weighted avg': {'precision': 0.708336333337023; 'recall': 0.6959044368600683; 'f1-score': 0.7015755483654169; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'CNF', 'real_partition_size': [32, 33], 'n_partitions': 824}, (mean val acc cv) 0.719808 (+- 0.036971), (mean training time) 56.114735 (+- 3.421136)
